OV-LWA antenna beams										
2015NOV09 GRASP										
3mx3m ground screen										
30 dia x 5 m thick lossy ground										
										
										
theta[deg]	phi[deg]	freq[MHz]	co[real]	co[imag]	cx[real]	cx[imag]	theta[real]	theta[imag]	phi[real]	phi[imag]
20	0	40	-1.6124E+00	-2.2780E-01	-2.7878E-05	3.5282E-05	-1.6124E+00	-2.2780E-01	-2.7878E-05	3.5282E-05
25	0	40	-1.5460E+00	-2.6540E-01	-3.0405E-05	2.8796E-05	-1.5460E+00	-2.6540E-01	-3.0405E-05	2.8796E-05
30	0	40	-1.4613E+00	-2.9070E-01	-2.0312E-05	1.7355E-05	-1.4613E+00	-2.9070E-01	-2.0312E-05	1.7355E-05
35	0	40	-1.3634E+00	-2.7955E-01	-3.9380E-06	6.6074E-06	-1.3634E+00	-2.7955E-01	-3.9380E-06	6.6074E-06
40	0	40	-1.2600E+00	-2.3702E-01	8.8421E-06	1.5118E-06	-1.2600E+00	-2.3702E-01	8.8421E-06	1.5118E-06
45	0	40	-1.1569E+00	-1.8462E-01	1.1151E-05	3.3383E-06	-1.1569E+00	-1.8462E-01	1.1151E-05	3.3383E-06
50	0	40	-1.0558E+00	-1.4068E-01	2.2611E-06	9.2902E-06	-1.0558E+00	-1.4068E-01	2.2611E-06	9.2902E-06
55	0	40	-9.5563E-01	-1.1046E-01	-1.3560E-05	1.4716E-05	-9.5563E-01	-1.1046E-01	-1.3560E-05	1.4716E-05
60	0	40	-8.5524E-01	-8.8424E-02	-3.0186E-05	1.5837E-05	-8.5524E-01	-8.8424E-02	-3.0186E-05	1.5837E-05
65	0	40	-7.5555E-01	-6.5822E-02	-4.2267E-05	1.1357E-05	-7.5555E-01	-6.5822E-02	-4.2267E-05	1.1357E-05
70	0	40	-6.5897E-01	-3.6660E-02	-4.6556E-05	2.6284E-06	-6.5897E-01	-3.6660E-02	-4.6556E-05	2.6284E-06
75	0	40	-5.6775E-01	4.2769E-04	-4.2216E-05	-7.2292E-06	-5.6775E-01	4.2769E-04	-4.2216E-05	-7.2292E-06
80	0	40	-4.8239E-01	4.3258E-02	-3.0543E-05	-1.4669E-05	-4.8239E-01	4.3258E-02	-3.0543E-05	-1.4669E-05
85	0	40	-4.0108E-01	8.8001E-02	-1.4317E-05	-1.6963E-05	-4.0108E-01	8.8001E-02	-1.4317E-05	-1.6963E-05
90	0	40	-3.2015E-01	1.3051E-01	3.0379E-06	-1.3032E-05	-3.2015E-01	1.3051E-01	3.0379E-06	-1.3032E-05
0	5	40	-1.7206E+00	-3.3910E-01	-1.0437E-05	-3.3097E-06	-1.7141E+00	-3.3781E-01	1.4995E-01	2.9551E-02
5	5	40	-1.7138E+00	-3.1158E-01	1.0064E-03	2.3006E-03	-1.7071E+00	-3.1020E-01	1.5037E-01	2.9448E-02
10	5	40	-1.6939E+00	-2.5457E-01	3.2546E-03	6.5807E-03	-1.6871E+00	-2.5302E-01	1.5087E-01	2.8743E-02
15	5	40	-1.6611E+00	-2.1821E-01	5.4135E-03	7.7052E-03	-1.6543E+00	-2.1671E-01	1.5016E-01	2.6694E-02
20	5	40	-1.6132E+00	-2.2793E-01	7.2424E-03	3.1705E-03	-1.6064E+00	-2.2678E-01	1.4781E-01	2.3024E-02
25	5	40	-1.5471E+00	-2.6475E-01	9.8625E-03	-4.6842E-03	-1.5404E+00	-2.6416E-01	1.4467E-01	1.8408E-02
30	5	40	-1.4629E+00	-2.8940E-01	1.4392E-02	-1.1061E-02	-1.4561E+00	-2.8927E-01	1.4184E-01	1.4204E-02
35	5	40	-1.3655E+00	-2.7805E-01	2.0522E-02	-1.2667E-02	-1.3586E+00	-2.7810E-01	1.3946E-01	1.1615E-02
40	5	40	-1.2626E+00	-2.3573E-01	2.6488E-02	-9.6222E-03	-1.2555E+00	-2.3567E-01	1.3643E-01	1.0960E-02
45	5	40	-1.1599E+00	-1.8372E-01	3.0268E-02	-4.5059E-03	-1.1528E+00	-1.8342E-01	1.3124E-01	1.1524E-02
50	5	40	-1.0588E+00	-1.4012E-01	3.0803E-02	-1.8786E-04	-1.0521E+00	-1.3960E-01	1.2297E-01	1.2025E-02
55	5	40	-9.5842E-01	-1.1003E-01	2.8330E-02	1.7078E-03	-9.5230E-01	-1.0946E-01	1.1175E-01	1.1291E-02
60	5	40	-8.5762E-01	-8.7919E-02	2.3877E-02	1.0845E-03	-8.5228E-01	-8.7490E-02	9.8533E-02	8.7431E-03
65	5	40	-7.5742E-01	-6.5119E-02	1.8554E-02	-1.1848E-03	-7.5292E-01	-6.4974E-02	8.4497E-02	4.4951E-03
70	5	40	-6.6030E-01	-3.5731E-02	1.3116E-02	-3.9723E-03	-6.5664E-01	-3.5941E-02	7.0615E-02	-8.4309E-04
75	5	40	-5.6854E-01	1.5318E-03	7.9335E-03	-6.3539E-03	-5.6569E-01	9.7214E-04	5.7455E-02	-6.4632E-03
80	5	40	-4.8268E-01	4.4435E-02	3.1725E-03	-7.7517E-03	-4.8057E-01	4.3591E-02	4.5229E-02	-1.1595E-02
85	5	40	-4.0092E-01	8.9127E-02	-1.0011E-03	-7.8885E-03	-3.9948E-01	8.8100E-02	3.3945E-02	-1.5626E-02
90	5	40	-3.1963E-01	1.3145E-01	-4.3090E-03	-6.7000E-03	-3.1879E-01	1.3037E-01	2.3565E-02	-1.8131E-02
0	10	40	-1.7206E+00	-3.3910E-01	-1.0437E-05	-3.3097E-06	-1.6945E+00	-3.3395E-01	2.9877E-01	5.8881E-02
5	10	40	-1.7140E+00	-3.1217E-01	1.9813E-03	4.5228E-03	-1.6876E+00	-3.0664E-01	2.9959E-01	5.8661E-02
10	10	40	-1.6948E+00	-2.5620E-01	6.4077E-03	1.2941E-02	-1.6679E+00	-2.5006E-01	3.0060E-01	5.7233E-02
15	10	40	-1.6627E+00	-2.2000E-01	1.0660E-02	1.5151E-02	-1.6356E+00	-2.1402E-01	2.9922E-01	5.3123E-02
20	10	40	-1.6155E+00	-2.2831E-01	1.4260E-02	6.2236E-03	-1.5885E+00	-2.2376E-01	2.9458E-01	4.5775E-02
25	10	40	-1.5504E+00	-2.6283E-01	1.9421E-02	-9.2423E-03	-1.5235E+00	-2.6045E-01	2.8835E-01	3.6539E-02
30	10	40	-1.4675E+00	-2.8558E-01	2.8355E-02	-2.1803E-02	-1.4403E+00	-2.8503E-01	2.8276E-01	2.8119E-02
35	10	40	-1.3718E+00	-2.7362E-01	4.0463E-02	-2.4971E-02	-1.3440E+00	-2.7380E-01	2.7807E-01	2.2921E-02
40	10	40	-1.2705E+00	-2.3192E-01	5.2261E-02	-1.8979E-02	-1.2421E+00	-2.3170E-01	2.7209E-01	2.1583E-02
45	10	40	-1.1687E+00	-1.8110E-01	5.9759E-02	-8.8974E-03	-1.1406E+00	-1.7990E-01	2.6179E-01	2.2686E-02
50	10	40	-1.0678E+00	-1.3848E-01	6.0861E-02	-3.7643E-04	-1.0410E+00	-1.3644E-01	2.4536E-01	2.3676E-02
55	10	40	-9.6669E-01	-1.0877E-01	5.6022E-02	3.3820E-03	-9.4227E-01	-1.0653E-01	2.2303E-01	2.2218E-02
60	10	40	-8.6465E-01	-8.6413E-02	4.7269E-02	2.1811E-03	-8.4331E-01	-8.4722E-02	1.9670E-01	1.7153E-02
65	10	40	-7.6294E-01	-6.2998E-02	3.6784E-02	-2.2663E-03	-7.4497E-01	-6.2435E-02	1.6871E-01	8.7077E-03
70	10	40	-6.6423E-01	-3.2923E-02	2.6059E-02	-7.7426E-03	-6.4962E-01	-3.3767E-02	1.4101E-01	-1.9080E-03
75	10	40	-5.7091E-01	4.8631E-03	1.5826E-02	-1.2430E-02	-5.5949E-01	2.6308E-03	1.1472E-01	-1.3086E-02
80	10	40	-4.8357E-01	4.7982E-02	6.4146E-03	-1.5191E-02	-4.7511E-01	4.4615E-02	9.0288E-02	-2.3292E-02
85	10	40	-4.0047E-01	9.2514E-02	-1.8441E-03	-1.5478E-02	-3.9471E-01	8.8421E-02	6.7725E-02	-3.1308E-02
90	10	40	-3.1810E-01	1.3429E-01	-8.3981E-03	-1.3164E-02	-3.1473E-01	1.2996E-01	4.6967E-02	-3.6283E-02
0	15	40	-1.7206E+00	-3.3910E-01	-1.0437E-05	-3.3097E-06	-1.6620E+00	-3.2755E-01	4.4531E-01	8.7763E-02
5	15	40	-1.7145E+00	-3.1312E-01	2.8955E-03	6.6081E-03	-1.6553E+00	-3.0074E-01	4.4654E-01	8.7424E-02
10	15	40	-1.6963E+00	-2.5888E-01	9.3571E-03	1.8912E-02	-1.6360E+00	-2.4516E-01	4.4806E-01	8.5270E-02
15	15	40	-1.6654E+00	-2.2292E-01	1.5550E-02	2.2154E-02	-1.6046E+00	-2.0959E-01	4.4605E-01	7.9095E-02
20	15	40	-1.6194E+00	-2.2895E-01	2.0782E-02	9.1163E-03	-1.5588E+00	-2.1879E-01	4.3919E-01	6.8063E-02
25	15	40	-1.5557E+00	-2.5971E-01	2.8324E-02	-1.3494E-02	-1.4954E+00	-2.5436E-01	4.3001E-01	5.4185E-02
30	15	40	-1.4751E+00	-2.7935E-01	4.1438E-02	-3.1879E-02	-1.4141E+00	-2.7809E-01	4.2181E-01	4.1509E-02
35	15	40	-1.3822E+00	-2.6638E-01	5.9249E-02	-3.6545E-02	-1.3197E+00	-2.6676E-01	4.1496E-01	3.3644E-02
40	15	40	-1.2834E+00	-2.2571E-01	7.6641E-02	-2.7802E-02	-1.2199E+00	-2.2522E-01	4.0620E-01	3.1564E-02
45	15	40	-1.1832E+00	-1.7683E-01	8.7739E-02	-1.3045E-02	-1.1202E+00	-1.7418E-01	3.9099E-01	3.3166E-02
50	15	40	-1.0825E+00	-1.3582E-01	8.9444E-02	-5.3211E-04	-1.0225E+00	-1.3133E-01	3.6657E-01	3.4639E-02
55	15	40	-9.8029E-01	-1.0672E-01	8.2414E-02	5.0357E-03	-9.2555E-01	-1.0178E-01	3.3332E-01	3.2486E-02
60	15	40	-8.7624E-01	-8.3976E-02	6.9616E-02	3.3455E-03	-8.2836E-01	-8.0248E-02	2.9403E-01	2.4966E-02
65	15	40	-7.7206E-01	-5.9555E-02	5.4255E-02	-3.1172E-03	-7.3171E-01	-5.8332E-02	2.5223E-01	1.2403E-02
70	15	40	-6.7075E-01	-2.8350E-02	3.8528E-02	-1.1117E-02	-6.3792E-01	-3.0262E-02	2.1082E-01	-3.4004E-03
75	15	40	-5.7486E-01	1.0298E-02	2.3515E-02	-1.7991E-02	-5.4919E-01	5.2904E-03	1.7150E-01	-2.0044E-02
80	15	40	-4.8509E-01	5.3776E-02	9.7036E-03	-2.2069E-02	-4.6605E-01	4.6232E-02	1.3492E-01	-3.5235E-02
85	15	40	-3.9982E-01	9.8054E-02	-2.4213E-03	-2.2541E-02	-3.8682E-01	8.8879E-02	1.0114E-01	-4.7151E-02
90	15	40	-3.1567E-01	1.3894E-01	-1.2052E-02	-1.9213E-02	-3.0804E-01	1.2923E-01	7.0062E-02	-5.4519E-02
0	20	40	-1.7206E+00	-3.3910E-01	-1.0437E-05	-3.3097E-06	-1.6168E+00	-3.1865E-01	5.8847E-01	1.1598E-01
5	20	40	-1.7151E+00	-3.1441E-01	3.7210E-03	8.4931E-03	-1.6104E+00	-2.9255E-01	5.9009E-01	1.1552E-01
10	20	40	-1.6983E+00	-2.6251E-01	1.2010E-02	2.4317E-02	-1.5918E+00	-2.3836E-01	5.9213E-01	1.1263E-01
15	20	40	-1.6689E+00	-2.2690E-01	1.9921E-02	2.8507E-02	-1.5615E+00	-2.0347E-01	5.8953E-01	1.0439E-01
20	20	40	-1.6245E+00	-2.2984E-01	2.6588E-02	1.1772E-02	-1.5174E+00	-2.1195E-01	5.8059E-01	8.9670E-02
25	20	40	-1.5629E+00	-2.5550E-01	3.6276E-02	-1.7299E-02	-1.4563E+00	-2.4601E-01	5.6864E-01	7.1130E-02
30	20	40	-1.4853E+00	-2.7091E-01	5.3234E-02	-4.0982E-02	-1.3775E+00	-2.6859E-01	5.5804E-01	5.4147E-02
35	20	40	-1.3962E+00	-2.5655E-01	7.6339E-02	-4.7044E-02	-1.2859E+00	-2.5717E-01	5.4928E-01	4.3537E-02
40	20	40	-1.3011E+00	-2.1726E-01	9.8960E-02	-3.5837E-02	-1.1888E+00	-2.1642E-01	5.3799E-01	4.0632E-02
45	20	40	-1.2031E+00	-1.7101E-01	1.1347E-01	-1.6829E-02	-1.0918E+00	-1.6645E-01	5.1812E-01	4.2674E-02
50	20	40	-1.1027E+00	-1.3221E-01	1.1582E-01	-6.4016E-04	-9.9661E-01	-1.2445E-01	4.8599E-01	4.4616E-02
55	20	40	-9.9900E-01	-1.0397E-01	1.0685E-01	6.6497E-03	-9.0221E-01	-9.5428E-02	4.4209E-01	4.1810E-02
60	20	40	-8.9221E-01	-8.0719E-02	9.0385E-02	4.5903E-03	-8.0749E-01	-7.4281E-02	3.9009E-01	3.1921E-02
65	20	40	-7.8467E-01	-5.4946E-02	7.0569E-02	-3.6564E-03	-7.1321E-01	-5.2883E-02	3.3469E-01	1.5357E-02
70	20	40	-6.7980E-01	-2.2209E-02	5.0262E-02	-1.3941E-02	-6.2161E-01	-2.5637E-02	2.7973E-01	-5.5041E-03
75	20	40	-5.8040E-01	1.7622E-02	3.0870E-02	-2.2830E-02	-5.3484E-01	8.7508E-03	2.2752E-01	-2.7480E-02
80	20	40	-4.8732E-01	6.1606E-02	1.3029E-02	-2.8155E-02	-4.5347E-01	4.8261E-02	1.7892E-01	-4.7527E-02
85	20	40	-3.9906E-01	1.0556E-01	-2.6349E-03	-2.8857E-02	-3.7590E-01	8.9323E-02	1.3401E-01	-6.3220E-02
90	20	40	-3.1249E-01	1.4525E-01	-1.5087E-02	-2.4674E-02	-2.9881E-01	1.2806E-01	9.2702E-02	-7.2866E-02
0	25	40	-1.7206E+00	-3.3910E-01	-1.0437E-05	-3.3097E-06	-1.5594E+00	-3.0733E-01	7.2715E-01	1.4331E-01
5	25	40	-1.7158E+00	-3.1601E-01	4.4326E-03	1.0121E-02	-1.5532E+00	-2.8213E-01	7.2915E-01	1.4272E-01
10	25	40	-1.7008E+00	-2.6699E-01	1.4284E-02	2.8990E-02	-1.5354E+00	-2.2972E-01	7.3172E-01	1.3911E-01
15	25	40	-1.6733E+00	-2.3182E-01	2.3636E-02	3.4020E-02	-1.5066E+00	-1.9572E-01	7.2860E-01	1.2880E-01
20	25	40	-1.6307E+00	-2.3096E-01	3.1490E-02	1.4115E-02	-1.4646E+00	-2.0335E-01	7.1772E-01	1.1040E-01
25	25	40	-1.5717E+00	-2.5034E-01	4.3022E-02	-2.0537E-02	-1.4063E+00	-2.3556E-01	7.0322E-01	8.7183E-02
30	25	40	-1.4979E+00	-2.6052E-01	6.3380E-02	-4.8834E-02	-1.3308E+00	-2.5675E-01	6.9050E-01	6.5841E-02
35	25	40	-1.4137E+00	-2.4441E-01	9.1224E-02	-5.6156E-02	-1.2427E+00	-2.4524E-01	6.8011E-01	5.2397E-02
40	25	40	-1.3230E+00	-2.0680E-01	1.1857E-01	-4.2849E-02	-1.1490E+00	-2.0554E-01	6.6660E-01	4.8564E-02
45	25	40	-1.2280E+00	-1.6379E-01	1.3622E-01	-2.0143E-02	-1.0553E+00	-1.5696E-01	6.4241E-01	5.0967E-02
50	25	40	-1.1280E+00	-1.2775E-01	1.3927E-01	-6.9930E-04	-9.6348E-01	-1.1608E-01	6.0294E-01	5.3356E-02
55	25	40	-1.0225E+00	-1.0063E-01	1.2868E-01	8.1814E-03	-8.7232E-01	-8.7740E-02	5.4875E-01	4.9941E-02
60	25	40	-9.1233E-01	-7.6788E-02	1.0903E-01	5.8932E-03	-7.8077E-01	-6.7103E-02	4.8439E-01	3.7793E-02
65	25	40	-8.0061E-01	-4.9377E-02	8.5321E-02	-3.8451E-03	-6.8954E-01	-4.6376E-02	4.1568E-01	1.7383E-02
70	25	40	-6.9131E-01	-1.4755E-02	6.0989E-02	-1.6103E-02	-6.0076E-01	-2.0178E-02	3.4743E-01	-8.3582E-03
75	25	40	-5.8754E-01	2.6549E-02	3.7744E-02	-2.6774E-02	-5.1654E-01	1.2746E-02	2.8251E-01	-3.5485E-02
80	25	40	-4.9032E-01	7.1185E-02	1.6359E-02	-3.3244E-02	-4.3746E-01	5.0467E-02	2.2204E-01	-6.0213E-02
85	25	40	-3.9834E-01	1.1477E-01	-2.4208E-03	-3.4222E-02	-3.6205E-01	8.9557E-02	1.6615E-01	-7.9521E-02
90	25	40	-3.0874E-01	1.5304E-01	-1.7365E-02	-2.9377E-02	-2.8716E-01	1.2628E-01	1.1474E-01	-9.1301E-02
0	30	40	-1.7206E+00	-3.3910E-01	-1.0437E-05	-3.3097E-06	-1.4901E+00	-2.9367E-01	8.6029E-01	1.6955E-01
5	30	40	-1.7167E+00	-3.1786E-01	5.0089E-03	1.1441E-02	-1.4842E+00	-2.6955E-01	8.6268E-01	1.6884E-01
10	30	40	-1.7036E+00	-2.7218E-01	1.6110E-02	3.2790E-02	-1.4673E+00	-2.1932E-01	8.6577E-01	1.6449E-01
15	30	40	-1.6784E+00	-2.3754E-01	2.6580E-02	3.8527E-02	-1.4402E+00	-1.8645E-01	8.6220E-01	1.5214E-01
20	30	40	-1.6379E+00	-2.3230E-01	3.5337E-02	1.6075E-02	-1.4008E+00	-1.9314E-01	8.4956E-01	1.3007E-01
25	30	40	-1.5818E+00	-2.4439E-01	4.8356E-02	-2.3110E-02	-1.3457E+00	-2.2321E-01	8.3278E-01	1.0218E-01
30	30	40	-1.5125E+00	-2.4849E-01	7.1563E-02	-5.5196E-02	-1.2741E+00	-2.4279E-01	8.1823E-01	7.6442E-02
35	30	40	-1.4339E+00	-2.3032E-01	1.0345E-01	-6.3604E-02	-1.1901E+00	-2.3126E-01	8.0655E-01	6.0076E-02
40	30	40	-1.3487E+00	-1.9462E-01	1.3487E-01	-4.8626E-02	-1.1006E+00	-1.9286E-01	7.9116E-01	5.5201E-02
45	30	40	-1.2571E+00	-1.5538E-01	1.5529E-01	-2.2890E-02	-1.0111E+00	-1.4601E-01	7.6306E-01	5.7867E-02
50	30	40	-1.1579E+00	-1.2257E-01	1.5907E-01	-7.1709E-04	-9.2320E-01	-1.0651E-01	7.1668E-01	6.0665E-02
55	30	40	-1.0503E+00	-9.6802E-02	1.4724E-01	9.5718E-03	-8.3596E-01	-7.9047E-02	6.5266E-01	5.6690E-02
60	30	40	-9.3622E-01	-7.2354E-02	1.2502E-01	7.2028E-03	-7.4828E-01	-5.9059E-02	5.7638E-01	4.2415E-02
65	30	40	-8.1962E-01	-4.3085E-02	9.8095E-02	-3.6837E-03	-6.6076E-01	-3.9155E-02	4.9476E-01	1.8352E-02
70	30	40	-7.0513E-01	-6.2889E-03	7.0422E-02	-1.7534E-02	-5.7545E-01	-1.4213E-02	4.1355E-01	-1.2040E-02
75	30	40	-5.9623E-01	3.6743E-02	4.3969E-02	-2.9689E-02	-4.9437E-01	1.6976E-02	3.3619E-01	-4.4083E-02
80	30	40	-4.9414E-01	8.2177E-02	1.9624E-02	-3.7159E-02	-4.1813E-01	5.2588E-02	2.6407E-01	-7.3269E-02
85	30	40	-3.9780E-01	1.2539E-01	-1.7637E-03	-3.8448E-02	-3.4539E-01	8.9369E-02	1.9737E-01	-9.5993E-02
90	30	40	-3.0463E-01	1.6205E-01	-1.8808E-02	-3.3154E-02	-2.7322E-01	1.2376E-01	1.3603E-01	-1.0974E-01
0	35	40	-1.7206E+00	-3.3910E-01	-1.0437E-05	-3.3097E-06	-1.4094E+00	-2.7778E-01	9.8689E-01	1.9450E-01
5	35	40	-1.7176E+00	-3.1990E-01	5.4324E-03	1.2415E-02	-1.4039E+00	-2.5493E-01	9.8964E-01	1.9366E-01
10	35	40	-1.7068E+00	-2.7793E-01	1.7434E-02	3.5601E-02	-1.3881E+00	-2.0725E-01	9.9326E-01	1.8858E-01
15	35	40	-1.6839E+00	-2.4390E-01	2.8671E-02	4.1888E-02	-1.3629E+00	-1.7576E-01	9.8931E-01	1.7421E-01
20	35	40	-1.6458E+00	-2.3383E-01	3.8023E-02	1.7588E-02	-1.3263E+00	-1.8145E-01	9.7511E-01	1.4853E-01
25	35	40	-1.5929E+00	-2.3787E-01	5.2125E-02	-2.4943E-02	-1.2749E+00	-2.0915E-01	9.5632E-01	1.1600E-01
30	35	40	-1.5286E+00	-2.3519E-01	7.7536E-02	-5.9877E-02	-1.2077E+00	-2.2700E-01	9.4028E-01	8.5849E-02
35	35	40	-1.4564E+00	-2.1468E-01	1.1262E-01	-6.9158E-02	-1.1285E+00	-2.1552E-01	9.2763E-01	6.6484E-02
40	35	40	-1.3775E+00	-1.8107E-01	1.4732E-01	-5.2987E-02	-1.0438E+00	-1.7871E-01	9.1076E-01	6.0451E-02
45	35	40	-1.2899E+00	-1.4600E-01	1.7005E-01	-2.4987E-02	-9.5911E-01	-1.3393E-01	8.7916E-01	6.3276E-02
50	35	40	-1.1915E+00	-1.1683E-01	1.7454E-01	-7.0175E-04	-8.7591E-01	-9.6106E-02	8.2639E-01	6.6438E-02
55	35	40	-1.0818E+00	-9.2646E-02	1.6189E-01	1.0758E-02	-7.9326E-01	-6.9721E-02	7.5309E-01	6.1952E-02
60	35	40	-9.6336E-01	-6.7601E-02	1.3778E-01	8.4509E-03	-7.1011E-01	-5.0528E-02	6.6543E-01	4.5697E-02
65	35	40	-8.4132E-01	-3.6326E-02	1.0845E-01	-3.2049E-03	-6.2696E-01	-3.1594E-02	5.7140E-01	1.8210E-02
70	35	40	-7.2102E-01	2.8680E-03	7.8237E-02	-1.8209E-02	-5.4575E-01	-8.0950E-03	4.7765E-01	-1.6561E-02
75	35	40	-6.0637E-01	4.7838E-02	4.9324E-02	-3.1493E-02	-4.6842E-01	2.1123E-02	3.8820E-01	-5.3236E-02
80	35	40	-4.9882E-01	9.4206E-02	2.2699E-02	-3.9772E-02	-3.9559E-01	5.4357E-02	3.0471E-01	-8.6613E-02
85	35	40	-3.9757E-01	1.3707E-01	-7.1094E-04	-4.1385E-02	-3.2608E-01	8.8546E-02	2.2746E-01	-1.1252E-01
90	35	40	-3.0038E-01	1.7202E-01	-1.9400E-02	-3.5862E-02	-2.5719E-01	1.2034E-01	1.5640E-01	-1.2804E-01
0	40	40	-1.7206E+00	-3.3910E-01	-1.0437E-05	-3.3097E-06	-1.3181E+00	-2.5977E-01	1.1060E+00	2.1797E-01
5	40	40	-1.7186E+00	-3.2209E-01	5.6905E-03	1.3012E-02	-1.3129E+00	-2.3837E-01	1.1091E+00	2.1700E-01
10	40	40	-1.7101E+00	-2.8408E-01	1.8220E-02	3.7336E-02	-1.2983E+00	-1.9362E-01	1.1132E+00	2.1120E-01
15	40	40	-1.6897E+00	-2.5071E-01	2.9856E-02	4.3994E-02	-1.2752E+00	-1.6377E-01	1.1090E+00	1.9485E-01
20	40	40	-1.6540E+00	-2.3552E-01	3.9488E-02	1.8596E-02	-1.2416E+00	-1.6846E-01	1.0934E+00	1.6563E-01
25	40	40	-1.6045E+00	-2.3096E-01	5.4238E-02	-2.5993E-02	-1.1943E+00	-1.9363E-01	1.0729E+00	1.2855E-01
30	40	40	-1.5457E+00	-2.2102E-01	8.1123E-02	-6.2737E-02	-1.1319E+00	-2.0963E-01	1.0557E+00	9.4007E-02
35	40	40	-1.4806E+00	-1.9795E-01	1.1842E-01	-7.2640E-02	-1.0581E+00	-1.9833E-01	1.0424E+00	7.1597E-02
40	40	40	-1.4084E+00	-1.6652E-01	1.5548E-01	-5.5785E-02	-9.7899E-01	-1.6342E-01	1.0244E+00	6.4304E-02
45	40	40	-1.3254E+00	-1.3593E-01	1.7993E-01	-2.6358E-02	-8.9968E-01	-1.2107E-01	9.8980E-01	6.7181E-02
50	40	40	-1.2281E+00	-1.1071E-01	1.8508E-01	-6.5708E-04	-8.2179E-01	-8.5232E-02	9.3117E-01	7.0660E-02
55	40	40	-1.1161E+00	-8.8313E-02	1.7205E-01	1.1682E-02	-7.4437E-01	-6.0142E-02	8.4919E-01	6.5715E-02
60	40	40	-9.9307E-01	-6.2721E-02	1.4680E-01	9.5620E-03	-6.6638E-01	-4.1901E-02	7.5079E-01	4.7641E-02
65	40	40	-8.6519E-01	-2.9358E-02	1.1593E-01	-2.4698E-03	-5.8825E-01	-2.4077E-02	6.4494E-01	1.6979E-02
70	40	40	-7.3863E-01	1.2386E-02	8.4070E-02	-1.8156E-02	-5.1178E-01	-2.1821E-03	5.3918E-01	-2.1870E-02
75	40	40	-6.1776E-01	5.9457E-02	5.3537E-02	-3.2169E-02	-4.3882E-01	2.4869E-02	4.3810E-01	-6.2861E-02
80	40	40	-5.0432E-01	1.0688E-01	2.5395E-02	-4.1030E-02	-3.7001E-01	5.5501E-02	3.4362E-01	-1.0013E-01
85	40	40	-3.9776E-01	1.4944E-01	6.2537E-04	-4.2953E-02	-3.0430E-01	8.6871E-02	2.5615E-01	-1.2896E-01
90	40	40	-2.9621E-01	1.8263E-01	-1.9191E-02	-3.7413E-02	-2.3924E-01	1.1585E-01	1.7570E-01	-1.4605E-01
0	45	40	-1.7206E+00	-3.3910E-01	-1.0437E-05	-3.3097E-06	-1.2167E+00	-2.3978E-01	1.2166E+00	2.3978E-01
5	45	40	-1.7197E+00	-3.2434E-01	5.7759E-03	1.3213E-02	-1.2119E+00	-2.2000E-01	1.2201E+00	2.3868E-01
10	45	40	-1.7136E+00	-2.9042E-01	1.8448E-02	3.7940E-02	-1.1986E+00	-1.7853E-01	1.2247E+00	2.3219E-01
15	45	40	-1.6956E+00	-2.5776E-01	3.0116E-02	4.4772E-02	-1.1777E+00	-1.5061E-01	1.2203E+00	2.1392E-01
20	45	40	-1.6623E+00	-2.3731E-01	3.9718E-02	1.9055E-02	-1.1474E+00	-1.5433E-01	1.2035E+00	1.8128E-01
25	45	40	-1.6164E+00	-2.2389E-01	5.4661E-02	-2.6240E-02	-1.1043E+00	-1.7687E-01	1.1816E+00	1.3976E-01
30	45	40	-1.5632E+00	-2.0640E-01	8.2225E-02	-6.3691E-02	-1.0472E+00	-1.9098E-01	1.1635E+00	1.0091E-01
35	45	40	-1.5056E+00	-1.8063E-01	1.2067E-01	-7.3934E-02	-9.7931E-01	-1.8001E-01	1.1500E+00	7.5448E-02
40	45	40	-1.4408E+00	-1.5141E-01	1.5901E-01	-5.6915E-02	-9.0634E-01	-1.4731E-01	1.1312E+00	6.6818E-02
45	45	40	-1.3627E+00	-1.2545E-01	1.8449E-01	-2.6946E-02	-8.3309E-01	-1.0776E-01	1.0940E+00	6.9653E-02
50	45	40	-1.2666E+00	-1.0440E-01	1.9020E-01	-5.8369E-04	-7.6110E-01	-7.4232E-02	1.0301E+00	7.3407E-02
55	45	40	-1.1523E+00	-8.3955E-02	1.7720E-01	1.2294E-02	-6.8950E-01	-5.0672E-02	9.4010E-01	6.8059E-02
60	45	40	-1.0245E+00	-5.7897E-02	1.5158E-01	1.0457E-02	-6.1728E-01	-3.3545E-02	8.3164E-01	4.8334E-02
65	45	40	-8.9058E-01	-2.2434E-02	1.2011E-01	-1.5638E-03	-5.4480E-01	-1.6969E-02	7.1467E-01	1.4758E-02
70	45	40	-7.5749E-01	2.1939E-02	8.7553E-02	-1.7447E-02	-4.7372E-01	3.1765E-03	5.9754E-01	-2.7850E-02
75	45	40	-6.3013E-01	7.1218E-02	5.6307E-02	-3.1769E-02	-4.0576E-01	2.7894E-02	4.8539E-01	-7.2823E-02
80	45	40	-5.1053E-01	1.1979E-01	2.7481E-02	-4.0958E-02	-3.4157E-01	5.5746E-02	3.8043E-01	-1.1367E-01
85	45	40	-3.9841E-01	1.6212E-01	2.0824E-03	-4.3154E-02	-2.8025E-01	8.4122E-02	2.8319E-01	-1.4515E-01
